TargetName,HUGOSymbol,TargetGroup,AnalyteType,Codeclass,Pooling,CorrelationToNegatives,GlobalOutliers
TRAM1L1,TRAM1L1,All Probes;protein transmembrane transport,RNA,Endogenous,01,0.945042753,0
TRAM2,TRAM2,All Probes;protein transmembrane transport;collagen metabolic process;protein insertion into membrane,RNA,Endogenous,01,,0
TRANK1,TRANK1,All Probes,RNA,Endogenous,01,0.932892021,0
TRAP1,TRAP1,All Probes;chaperone-mediated protein folding;negative regulation of intrinsic apoptotic signaling pathway;regulation of response to drug;regulation of response to oxidative stress,RNA,Endogenous,01,0.955373294,0
TRAPPC1,TRAPPC1,All Probes;vesicle coating,RNA,Endogenous,01,0.884693181,0
TRAPPC10,TRAPPC10,"All Probes;vesicle coating;retrograde transport, endosome to Golgi",RNA,Endogenous,01,0.9526921,0
TRAPPC11,TRAPPC11,All Probes,RNA,Endogenous,01,0.952843767,0
TRAPPC12,TRAPPC12,All Probes,RNA,Endogenous,01,0.952880724,0
TRAPPC13,TRAPPC13,All Probes,RNA,Endogenous,01,0.96886802,0
TRAPPC2,TRAPPC2,All Probes;vesicle coating,RNA,Endogenous,01,0.931572165,0
TRAPPC2L,TRAPPC2L,All Probes;vesicle coating,RNA,Endogenous,01,0.966698221,0
TRAPPC3,TRAPPC3,All Probes;vesicle coating,RNA,Endogenous,01,0.96454202,0
TRAPPC3L,TRAPPC3L,All Probes,RNA,Endogenous,01,0.957344586,0
TRAPPC4,TRAPPC4,All Probes;vesicle coating;dendrite development,RNA,Endogenous,01,0.944269214,0
TRAPPC5,TRAPPC5,All Probes;vesicle coating,RNA,Endogenous,01,0.953446637,0
TRAPPC6A,TRAPPC6A,All Probes;vesicle coating,RNA,Endogenous,01,0.951556315,0
TRAPPC6B,TRAPPC6B,All Probes;vesicle coating,RNA,Endogenous,01,0.951957172,0
TRAPPC8,TRAPPC8,All Probes;autophagosome organization;protein localization to vacuole,RNA,Endogenous,01,0.962111443,0
TRAPPC9,TRAPPC9,All Probes;vesicle coating,RNA,Endogenous,01,0.953520666,0
TRARG1,TRARG1,All Probes;establishment of protein localization to plasma membrane;vesicle-mediated transport to the plasma membrane;carbohydrate transport;organelle fusion,RNA,Endogenous,01,0.942990019,0
TRAT1,TRAT1,All Probes;regulation of antigen receptor-mediated signaling pathway;regulation of calcium-mediated signaling;cellular defense response,RNA,Endogenous,01,0.942584952,0
TRDMT1,TRDMT1,All Probes;tRNA modification;RNA methylation;response to bronchodilator,RNA,Endogenous,01,0.940396316,0
TRDN,TRDN,All Probes;regulation of calcium ion transmembrane transporter activity;cytoplasmic microtubule organization;regulation of calcium-mediated signaling;regulation of calcium ion transport into cytosol;cytosolic calcium ion transport;negative regulation of transporter activity,RNA,Endogenous,01,0.96757251,0
TREH,TREH,All Probes;oligosaccharide metabolic process;cellular carbohydrate catabolic process,RNA,Endogenous,01,0.968417846,0
TREM1,TREM1,All Probes;acute inflammatory response,RNA,Endogenous,01,0.968729308,0
TREM2,TREM2,All Probes;regulation of interleukin-1 production;regulation of phagocytosis;regulation of calcium-mediated signaling;regulation of TOR signaling;negative regulation of autophagy;positive regulation of myeloid cell differentiation;membrane invagination;regulation of macrophage activation;positive regulation of response to cytokine stimulus;leukocyte proliferation;regulation of neuroinflammatory response;regulation of potassium ion transport;regulation of macrophage migration;positive regulation of protein localization to cell periphery;positive regulation of endocytosis;phagocytosis;positive regulation of NIK/NF-kappaB signaling;myeloid leukocyte differentiation;regulation of protein localization to plasma membrane;regulation of osteoclast differentiation,RNA,Endogenous,01,0.947590865,0
TREML1,TREML1,All Probes;platelet activation,RNA,Endogenous,01,0.803550066,0
TREML2,TREML2,All Probes,RNA,Endogenous,01,0.944609469,0
TREML4,TREML4,All Probes;regulation of toll-like receptor signaling pathway,RNA,Endogenous,01,0.926182845,0
TRERF1,TRERF1,All Probes;organic hydroxy compound catabolic process,RNA,Endogenous,01,0.93210372,0
TREX1,TREX1,All Probes,RNA,Endogenous,01,0.951808378,0
TREX2,TREX2,All Probes,RNA,Endogenous,01,0.960283281,0
TRH,TRH,All Probes;neurotransmitter metabolic process;amine metabolic process;regulation of anion transport;regulation of behavior;adult locomotory behavior;positive regulation of peptide hormone secretion;feeding behavior,RNA,Endogenous,01,0.935779959,0
TRHDE,TRHDE,All Probes,RNA,Endogenous,01,0.95676091,0
TRHR,TRHR,All Probes;phospholipase C-activating G protein-coupled receptor signaling pathway,RNA,Endogenous,01,0.943367191,0
TRIAP1,TRIAP1,All Probes;cellular response to light stimulus;phospholipid transport;regulation of anion transport;regulation of release of cytochrome c from mitochondria;signal transduction in response to DNA damage;positive regulation of lipid localization;negative regulation of intrinsic apoptotic signaling pathway;negative regulation of mitochondrion organization;negative regulation of G1/S transition of mitotic cell cycle;negative regulation of cysteine-type endopeptidase activity,RNA,Endogenous,01,0.955507129,0
TRIB1,TRIB1,All Probes;positive regulation of myeloid cell differentiation;negative regulation of response to biotic stimulus;negative regulation of leukocyte differentiation;stress-activated protein kinase signaling cascade;positive regulation of ubiquitin-dependent protein catabolic process;regulation of lipopolysaccharide-mediated signaling pathway;negative regulation of smooth muscle cell proliferation;negative regulation of myeloid cell differentiation,RNA,Endogenous,01,0.952032725,0
TRIB2,TRIB2,All Probes;positive regulation of ubiquitin-dependent protein catabolic process;negative regulation of fat cell differentiation,RNA,Endogenous,01,0.510654772,0
TRIB3,TRIB3,All Probes;negative regulation of lipid metabolic process;regulation of fatty acid metabolic process;positive regulation of ubiquitin-dependent protein catabolic process;negative regulation of fat cell differentiation;regulation of ubiquitin-protein transferase activity;intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress;positive regulation of protein binding,RNA,Endogenous,01,0.947379815,0
TRIL,TRIL,All Probes;regulation of cytokine production involved in immune response;toll-like receptor signaling pathway,RNA,Endogenous,01,0.960524801,0
TRIM10,TRIM10,All Probes;negative regulation of viral process;erythrocyte differentiation,RNA,Endogenous,01,0.966612531,0
TRIM11,TRIM11,All Probes;negative regulation of viral process;regulation of viral transcription,RNA,Endogenous,01,0.922697044,0
TRIM13,TRIM13,All Probes;negative regulation of viral process;regulation of viral transcription;positive regulation of macroautophagy;protein autoubiquitination;ERAD pathway,RNA,Endogenous,01,0.951308481,0
TRIM14,TRIM14,All Probes;negative regulation of viral process;regulation of viral transcription,RNA,Endogenous,01,0.956908655,0
TRIM15,TRIM15,All Probes;negative regulation of viral process;positive regulation of type I interferon production;regulation of defense response to virus;cell fate determination,RNA,Endogenous,01,0.959907764,0
TRIM16L,TRIM16L,All Probes,RNA,Endogenous,01,0.945275697,0
TRIM17,TRIM17,All Probes;protein autoubiquitination,RNA,Endogenous,01,0.919556518,0
TRIM2,TRIM2,All Probes,RNA,Endogenous,01,0.920288217,0
TRIM21,TRIM21,All Probes;negative regulation of viral process;protein monoubiquitination;regulation of viral transcription;protein trimerization;negative regulation of protein modification by small protein conjugation or removal;protein destabilization;protein autoubiquitination;negative regulation of NF-kappaB transcription factor activity,RNA,Endogenous,01,0.957641936,0
TRIM22,TRIM22,All Probes;protein trimerization,RNA,Endogenous,01,0.877286125,0
TRIM23,TRIM23,All Probes,RNA,Endogenous,01,0.955527535,0
TRIM24,TRIM24,All Probes;response to estrogen,RNA,Endogenous,01,0.960464157,0
TRIM25,TRIM25,All Probes;negative regulation of viral process;cellular response to leukemia inhibitory factor;protein monoubiquitination;DNA biosynthetic process;response to estrogen;ERAD pathway,RNA,Endogenous,01,0.937401682,0
TRIM26,TRIM26,All Probes;negative regulation of viral process,RNA,Endogenous,01,0.976108295,0
TRIM27,TRIM27,"All Probes;negative regulation of viral process;negative regulation of gene expression, epigenetic;positive regulation of actin filament polymerization;regulation of calcium ion import;regulation of viral transcription;protein trimerization;retrograde transport, endosome to Golgi",RNA,Endogenous,01,0.954913944,0
TRIM28,TRIM28,All Probes;negative regulation of viral process;DNA modification;regulation of viral genome replication;mesenchymal cell differentiation;positive regulation of nucleocytoplasmic transport;protein sumoylation;positive regulation of response to DNA damage stimulus;embryo implantation,RNA,Endogenous,01,0.923144301,0
TRIM29,TRIM29,All Probes;negative regulation of protein localization to nucleus,RNA,Endogenous,01,0.93473326,0
TRIM3,TRIM3,All Probes,RNA,Endogenous,01,0.960648976,0
TRIM31,TRIM31,All Probes;negative regulation of viral process;regulation of viral transcription,RNA,Endogenous,01,0.954046196,0
TRIM32,TRIM32,All Probes;negative regulation of viral process;positive regulation of response to cytokine stimulus;positive regulation of muscle cell differentiation;regulation of fibroblast proliferation;negative regulation of intrinsic apoptotic signaling pathway;fat cell differentiation;regulation of viral transcription,RNA,Endogenous,01,0.946156983,0
TRIM33,TRIM33,All Probes;regulation of BMP signaling pathway,RNA,Endogenous,01,0.940530272,0
TRIM34,TRIM34,All Probes,RNA,Endogenous,01,0.955859648,0
TRIM35,TRIM35,All Probes;negative regulation of viral process,RNA,Endogenous,01,0.946552858,0
TRIM36,TRIM36,All Probes;cytoskeleton-dependent cytokinesis,RNA,Endogenous,01,0.954058948,0
TRIM37,TRIM37,All Probes;regulation of centrosome cycle;protein autoubiquitination;negative regulation of NF-kappaB transcription factor activity;protein monoubiquitination,RNA,Endogenous,01,0.959243976,0
TRIM38,TRIM38,All Probes;negative regulation of response to biotic stimulus;regulation of viral genome replication;protein K48-linked ubiquitination;regulation of defense response to virus,RNA,Endogenous,01,0.948220415,0
TRIM39,TRIM39,All Probes;negative regulation of cellular protein catabolic process,RNA,Endogenous,01,0.942261273,0
TRIM4,TRIM4,All Probes;protein trimerization,RNA,Endogenous,01,0.769064722,0
TRIM40,TRIM40,All Probes;negative regulation of protein localization to nucleus;negative regulation of NF-kappaB transcription factor activity,RNA,Endogenous,01,0.948532073,0
TRIM41,TRIM41,All Probes;response to muramyl dipeptide,RNA,Endogenous,01,0.956313352,0
TRIM42,TRIM42,All Probes,RNA,Endogenous,01,0.94417536,0
TRIM43,TRIM43,All Probes,RNA,Endogenous,01,0.931568858,0
TRIM44,TRIM44,All Probes;negative regulation of protein modification by small protein conjugation or removal;positive regulation of response to cytokine stimulus;regulation of defense response to virus;positive regulation of NIK/NF-kappaB signaling,RNA,Endogenous,01,0.956143427,0
TRIM45,TRIM45,All Probes;bone development,RNA,Endogenous,01,0.919982738,0
TRIM46,TRIM46,All Probes;organelle transport along microtubule;microtubule bundle formation;regulation of axon extension;negative regulation of cell morphogenesis involved in differentiation;vesicle localization,RNA,Endogenous,01,0.969470719,0
TRIM47,TRIM47,All Probes,RNA,Endogenous,01,0.977294831,0
TRIM48,TRIM48,All Probes,RNA,Endogenous,01,0.843289184,0
TRIM49,TRIM49,All Probes,RNA,Endogenous,01,0.912017764,0
TRIM5,TRIM5,All Probes;negative regulation of viral process;regulation of lipopolysaccharide-mediated signaling pathway,RNA,Endogenous,01,0.949817294,0
TRIM51,TRIM51,All Probes,RNA,Endogenous,01,0.858119917,0
TRIM52,TRIM52,All Probes,RNA,Endogenous,01,0.936694058,0
TRIM54,TRIM54,All Probes;regulation of protein depolymerization;regulation of microtubule polymerization or depolymerization;negative regulation of protein complex disassembly,RNA,Endogenous,01,0.928496654,0
TRIM55,TRIM55,All Probes,RNA,Endogenous,01,0.954587242,0
TRIM56,TRIM56,All Probes;cytokine production,RNA,Endogenous,01,0.893824862,0
TRIM58,TRIM58,All Probes;protein autoubiquitination;positive regulation of myeloid cell differentiation,RNA,Endogenous,01,0.95320021,0
TRIM59,TRIM59,All Probes;negative regulation of I-kappaB kinase/NF-kappaB signaling,RNA,Endogenous,01,0.958934351,0
TRIM6,TRIM6,All Probes;negative regulation of viral process;positive regulation of production of molecular mediator of immune response;regulation of defense response to virus;positive regulation of response to cytokine stimulus;positive regulation of peptidyl-serine phosphorylation;regulation of viral genome replication;regulation of cytokine production involved in immune response;cellular response to virus;protein trimerization;protein polymerization,RNA,Endogenous,01,0.962504831,0
TRIM60,TRIM60,All Probes,RNA,Endogenous,01,0.915583332,0
TRIM61,TRIM61,All Probes,RNA,Endogenous,01,0.915986081,0
TRIM62,TRIM62,All Probes;negative regulation of viral process;regulation of viral transcription;regulation of epithelial to mesenchymal transition,RNA,Endogenous,01,0.941996613,0
TRIM63,TRIM63,All Probes;regulation of muscle adaptation;muscle adaptation,RNA,Endogenous,01,0.919216238,0
TRIM65,TRIM65,All Probes,RNA,Endogenous,01,0.959904462,0
TRIM66,TRIM66,All Probes,RNA,Endogenous,01,0.929922253,0
TRIM67,TRIM67,All Probes;negative regulation of small GTPase mediated signal transduction;positive regulation of ubiquitin-dependent protein catabolic process,RNA,Endogenous,01,0.950257443,0
TRIM68,TRIM68,All Probes;protein autoubiquitination;regulation of intracellular steroid hormone receptor signaling pathway,RNA,Endogenous,01,0.96526277,0
TRIM69,TRIM69,All Probes,RNA,Endogenous,01,0.964909054,0
TRIM7,TRIM7,All Probes,RNA,Endogenous,01,0.94382841,0
TRIM71,TRIM71,All Probes;fibroblast growth factor receptor signaling pathway;positive regulation of mRNA metabolic process;regulation of gene silencing by RNA;cell cycle G1/S phase transition;regulation of posttranscriptional gene silencing;tube closure;regulation of neural precursor cell proliferation;stem cell proliferation;protein autoubiquitination,RNA,Endogenous,01,0.951670275,0
TRIM72,TRIM72,All Probes;plasma membrane organization;regulation of cellular response to insulin stimulus;regulation of myotube differentiation,RNA,Endogenous,01,0.832713631,0
TRIM74,TRIM74,All Probes,RNA,Endogenous,01,0.877994588,0
TRIM77,TRIM77,All Probes,RNA,Endogenous,01,0.950336058,0
TRIM8,TRIM8,All Probes;negative regulation of viral process;regulation of viral transcription,RNA,Endogenous,01,0.909691342,0
TRIM9,TRIM9,All Probes;regulation of vesicle fusion;vesicle-mediated transport in synapse;signal release from synapse,RNA,Endogenous,01,0.919852001,0
TRIML1,TRIML1,All Probes,RNA,Endogenous,01,0.922985222,0
TRIML2,TRIML2,All Probes,RNA,Endogenous,01,0.953751756,0
TRIO,TRIO,All Probes;negative regulation of fat cell differentiation,RNA,Endogenous,01,0.949621819,0
TRIOBP,TRIOBP,All Probes;regulation of protein depolymerization;negative regulation of protein polymerization;negative regulation of protein complex disassembly,RNA,Endogenous,01,0.895532606,0
TRIP10,TRIP10,All Probes,RNA,Endogenous,01,0.910173185,0
TRIP11,TRIP11,All Probes;cardiac septum development;cartilage development;protein transport along microtubule,RNA,Endogenous,01,0.954525228,0
TRIP12,TRIP12,All Probes;negative regulation of protein modification by small protein conjugation or removal;regulation of double-strand break repair,RNA,Endogenous,01,0.936119692,0
TRIP13,TRIP13,All Probes;female gamete generation;spermatid development;meiosis I cell cycle process;mitotic cell cycle checkpoint;regulation of chromosome segregation;chromosome organization involved in meiotic cell cycle;homologous recombination;organelle fission,RNA,Endogenous,01,0.953676844,0
TRIP4,TRIP4,All Probes;regulation of myoblast differentiation;toxin transport;intracellular steroid hormone receptor signaling pathway,RNA,Endogenous,01,0.966146059,0
TRIP6,TRIP6,All Probes;cell-substrate junction assembly;adherens junction organization;positive regulation of NIK/NF-kappaB signaling,RNA,Endogenous,01,0.964204159,0
TRIQK,TRIQK,All Probes,RNA,Endogenous,01,0.962177396,0
TRIR,TRIR,All Probes;ncRNA catabolic process,RNA,Endogenous,01,0.886939034,0
TRIT1,TRIT1,All Probes;mitochondrial RNA metabolic process;gene expression;tRNA modification,RNA,Endogenous,01,0.98283431,0
TRMO,TRMO,All Probes;tRNA modification;RNA methylation,RNA,Endogenous,01,0.950666814,0
TRMT1,TRMT1,All Probes;tRNA modification;RNA methylation,RNA,Endogenous,01,0.92914403,0
TRMT10A,TRMT10A,All Probes;mitochondrial RNA metabolic process;gene expression;tRNA modification;RNA methylation,RNA,Endogenous,01,0.955114489,0
TRMT10B,TRMT10B,All Probes;mitochondrial RNA metabolic process;gene expression;tRNA modification;RNA methylation,RNA,Endogenous,01,0.946022577,0
TRMT10C,TRMT10C,All Probes;gene expression;tRNA modification;regulation of mitochondrial gene expression;mitochondrial RNA metabolic process;RNA methylation,RNA,Endogenous,01,0.9645428,0
TRMT11,TRMT11,All Probes;tRNA modification;RNA methylation,RNA,Endogenous,01,0.966348705,0
TRMT112,TRMT112,All Probes;rRNA modification;translational termination;tRNA modification;RNA methylation,RNA,Endogenous,01,0.948437641,0
TRMT12,TRMT12,All Probes;tRNA modification;RNA methylation,RNA,Endogenous,01,0.945768442,0
TRMT13,TRMT13,All Probes;tRNA modification;RNA methylation,RNA,Endogenous,01,0.922438631,0
TRMT1L,TRMT1L,All Probes;tRNA modification;RNA methylation,RNA,Endogenous,01,0.958049367,0
TRMT2A,TRMT2A,All Probes;RNA methylation,RNA,Endogenous,01,0.943168419,0
TRMT2B,TRMT2B,All Probes;RNA methylation,RNA,Endogenous,01,0.966169176,0
TRMT44,TRMT44,All Probes;tRNA modification;RNA methylation,RNA,Endogenous,01,0.950877336,0
TRMT5,TRMT5,All Probes;mitochondrial RNA metabolic process;gene expression;tRNA modification;RNA methylation,RNA,Endogenous,01,0.96388168,0
TRMT6,TRMT6,All Probes;tRNA modification;RNA methylation,RNA,Endogenous,01,0.971735273,0
TRMT61A,TRMT61A,All Probes;tRNA modification;RNA methylation,RNA,Endogenous,01,0.955344521,0
TRMT61B,TRMT61B,All Probes;gene expression;rRNA modification;tRNA modification;mitochondrial RNA metabolic process;RNA methylation,RNA,Endogenous,01,0.966435979,0
TRMT9B,TRMT9B,All Probes;tRNA modification;RNA methylation,RNA,Endogenous,01,0.962430533,0
TRMU,TRMU,All Probes;tRNA modification,RNA,Endogenous,01,0.96594751,0
TRNAU1AP,TRNAU1AP,All Probes,RNA,Endogenous,01,0.97806887,0
TRNP1,TRNP1,All Probes;neural precursor cell proliferation,RNA,Endogenous,01,0.949573959,0
TRO,TRO,All Probes;embryo implantation,RNA,Endogenous,01,0.944108847,0
TROAP,TROAP,All Probes,RNA,Endogenous,01,0.937481055,0
TRPA1,TRPA1,All Probes;detection of stimulus involved in sensory perception of pain;detection of mechanical stimulus;multicellular organismal response to stress;protein homotetramerization;cytosolic calcium ion transport,RNA,Endogenous,01,,0
TRPC1,TRPC1,All Probes;phenol-containing compound metabolic process;regulation of calcium ion transport into cytosol,RNA,Endogenous,01,0.937263856,0
TRPC3,TRPC3,All Probes;detection of light stimulus;fertilization;regulation of calcium ion transport into cytosol;platelet activation;regulation of muscle adaptation,RNA,Endogenous,01,0.947517316,0
TRPC4,TRPC4,All Probes;acid secretion;glial cell differentiation,RNA,Endogenous,01,0.933337037,0
TRPC4AP,TRPC4AP,All Probes;hair cycle process,RNA,Endogenous,01,0.953389444,0
TRPC5,TRPC5,All Probes;positive regulation of axonogenesis;negative regulation of cell morphogenesis involved in differentiation;regulation of axon extension;regulation of dendrite morphogenesis,RNA,Endogenous,01,0.927345256,0
TRPC5OS,TRPC5OS,All Probes,RNA,Endogenous,01,0.951227073,0
TRPC6,TRPC6,All Probes;cellular response to hydrogen peroxide;regulation of dendrite morphogenesis;fertilization;negative regulation of cell morphogenesis involved in differentiation;platelet activation,RNA,Endogenous,01,0.902952684,0
TRPC7,TRPC7,All Probes;fertilization;platelet activation,RNA,Endogenous,01,0.957237141,0
TRPM1,TRPM1,All Probes;cellular response to light stimulus;cytosolic calcium ion transport;photoreceptor cell development,RNA,Endogenous,01,0.956683389,0
TRPM2,TRPM2,All Probes;sodium ion transmembrane transport;cellular response to hydrogen peroxide;zinc ion transport;import across plasma membrane;protein homotetramerization;cellular response to calcium ion;cytosolic calcium ion transport,RNA,Endogenous,01,0.919180786,0
TRPM3,TRPM3,All Probes,RNA,Endogenous,01,0.886882964,0
TRPM4,TRPM4,All Probes;sodium ion transmembrane transport;regulation of biomineral tissue development;regulation of striated muscle contraction;negative regulation of ossification;regulation of cytokine production involved in immune response;multicellular organismal signaling;protein sumoylation;import across plasma membrane;positive regulation of peptide hormone secretion;protein homotetramerization;positive regulation of fat cell differentiation,RNA,Endogenous,01,0.953643461,0
TRPM5,TRPM5,All Probes;sodium ion transmembrane transport,RNA,Endogenous,01,0.964213143,0
TRPM6,TRPM6,All Probes,RNA,Endogenous,01,0.944087809,0
TRPM7,TRPM7,All Probes,RNA,Endogenous,01,0.661499614,0
TRPM8,TRPM8,All Probes;positive regulation of cold-induced thermogenesis,RNA,Endogenous,01,0.956931966,0
TRPS1,TRPS1,All Probes;regulation of cartilage development,RNA,Endogenous,01,0.965865413,0
TRPT1,TRPT1,All Probes,RNA,Endogenous,01,0.971140566,0
TRPV1,TRPV1,All Probes;response to pH;smooth muscle contraction;cellular response to heat;acid secretion;acute inflammatory response;dicarboxylic acid transport;detection of stimulus involved in sensory perception of pain;import across plasma membrane;protein homotetramerization;regulation of mitochondrial membrane potential;cytosolic calcium ion transport,RNA,Endogenous,01,0.96185618,0
TRPV2,TRPV2,All Probes;regulation of axon extension;positive regulation of axonogenesis;regulation of calcium ion import;positive regulation of cold-induced thermogenesis,RNA,Endogenous,01,0.945786366,0
TRPV3,TRPV3,All Probes;regulation of calcium ion import,RNA,Endogenous,01,0.94612174,0
TRPV4,TRPV4,All Probes;regulation of cell size;cellular response to heat;cytoplasmic microtubule organization;positive regulation of leukocyte chemotaxis;regulation of protein depolymerization;response to osmotic stress;cartilage development;negative regulation of fat cell differentiation;regulation of macrophage migration;cortical cytoskeleton organization;hormone transport;actin cytoskeleton reorganization;positive regulation of interleukin-6 production;regulation of microtubule polymerization or depolymerization;protein polymerization,RNA,Endogenous,01,0.959510869,0
TRPV5,TRPV5,All Probes;protein homotetramerization;import across plasma membrane;cytosolic calcium ion transport;renal system process,RNA,Endogenous,01,0.869862547,0
TRPV6,TRPV6,All Probes;cytosolic calcium ion transport;import across plasma membrane,RNA,Endogenous,01,0.949887461,0
TRRAP,TRRAP,All Probes,RNA,Endogenous,01,0.962373885,0
TRUB1,TRUB1,All Probes;tRNA modification,RNA,Endogenous,01,0.95005897,0
TRUB2,TRUB2,All Probes;regulation of mitochondrial gene expression,RNA,Endogenous,01,0.954045167,0
TSACC,TSACC,All Probes,RNA,Endogenous,01,0.957007999,0
TSBP1,TSBP1,All Probes,RNA,Endogenous,01,0.941046914,0
TSC1,TSC1,All Probes;regulation of cell size;lymphocyte activation involved in immune response;tube closure;axon ensheathment;regulation of cell junction assembly;regulation of actin filament bundle assembly;regulation of TOR signaling;regulation of cellular response to insulin stimulus;negative regulation of GTPase activity;negative regulation of autophagy;carbohydrate transport;hippocampus development;regulation of response to oxidative stress;adult locomotory behavior;positive regulation of macroautophagy;activation of GTPase activity;regulation of ATPase activity;muscle cell differentiation,RNA,Endogenous,01,0.959812252,0
TSC2,TSC2,All Probes;tube closure;regulation of cellular response to insulin stimulus;regulation of TOR signaling;negative regulation of mitochondrion organization;negative regulation of autophagy;positive regulation of macroautophagy;protein import into nucleus,RNA,Endogenous,01,0.937805526,0
TSC22D1,TSC22D1,All Probes,RNA,Endogenous,01,0.949648902,0
TSC22D2,TSC22D2,All Probes;response to osmotic stress,RNA,Endogenous,01,0.909427897,0
TSC22D3,TSC22D3,All Probes;regulation of leukocyte apoptotic process;response to osmotic stress,RNA,Endogenous,01,0.734926905,0
TSC22D4,TSC22D4,All Probes;response to osmotic stress,RNA,Endogenous,01,0.90723424,0
TSEN15,TSEN15,"All Probes;RNA phosphodiester bond hydrolysis, endonucleolytic",RNA,Endogenous,01,0.951208921,0
TSEN2,TSEN2,"All Probes;RNA phosphodiester bond hydrolysis, endonucleolytic",RNA,Endogenous,01,0.929817022,0
TSEN34,TSEN34,"All Probes;RNA phosphodiester bond hydrolysis, endonucleolytic",RNA,Endogenous,01,0.943819306,0
TSEN54,TSEN54,"All Probes;RNA phosphodiester bond hydrolysis, endonucleolytic",RNA,Endogenous,01,0.936769559,0
TSFM,TSFM,"All Probes;mitochondrial translational elongation;regulation of DNA-templated transcription, elongation;regulation of mitochondrial gene expression",RNA,Endogenous,01,0.968602307,0
TSG101,TSG101,All Probes;negative regulation of signaling receptor activity;positive regulation of exocytosis;protein monoubiquitination;autophagosome maturation;lysosomal transport;regulation of protein tyrosine kinase activity;regulation of ERBB signaling pathway;positive regulation of endocytosis;epidermal cell differentiation;macroautophagy;endosome organization,RNA,Endogenous,01,0.945228225,0
TSGA10,TSGA10,All Probes,RNA,Endogenous,01,0.950621327,0
TSGA10IP,TSGA10IP,All Probes,RNA,Endogenous,01,0.965065557,0
TSGA13,TSGA13,All Probes,RNA,Endogenous,01,0.961267873,0
TSHB,TSHB,All Probes;response to estrogen;peptide hormone processing,RNA,Endogenous,01,0.950262481,0
TSHR,TSHR,All Probes;activation of adenylate cyclase activity;positive regulation of cold-induced thermogenesis,RNA,Endogenous,01,0.963630333,0
TSHZ1,TSHZ1,All Probes;middle ear morphogenesis,RNA,Endogenous,01,0.943388964,0
TSHZ2,TSHZ2,All Probes,RNA,Endogenous,01,,0
TSHZ3,TSHZ3,"All Probes;regulation of synaptic transmission, glutamatergic",RNA,Endogenous,01,0.942698589,0
TSKS,TSKS,All Probes;negative regulation of phosphatase activity,RNA,Endogenous,01,0.961536439,0
TSKU,TSKU,All Probes;central nervous system neuron axonogenesis,RNA,Endogenous,01,0.87869713,0
TSLP,TSLP,All Probes;interleukin-7-mediated signaling pathway;positive regulation of response to cytokine stimulus;positive regulation of interleukin-6 production;positive regulation of receptor signaling pathway via STAT,RNA,Endogenous,01,0.958989347,0
TSN,TSN,"All Probes;RNA phosphodiester bond hydrolysis, endonucleolytic",RNA,Endogenous,01,0.930216883,0
TSNARE1,TSNARE1,All Probes;vesicle docking;organelle fusion,RNA,Endogenous,01,0.946240149,0
TSNAX,TSNAX,"All Probes;RNA phosphodiester bond hydrolysis, endonucleolytic",RNA,Endogenous,01,0.96431853,0
TSNAXIP1,TSNAXIP1,All Probes,RNA,Endogenous,01,0.971512175,0
TSPAN1,TSPAN1,All Probes;positive regulation of endocytosis,RNA,Endogenous,01,0.892069348,0
TSPAN10,TSPAN10,All Probes,RNA,Endogenous,01,0.955408183,0
TSPAN11,TSPAN11,All Probes,RNA,Endogenous,01,0.929954679,0
TSPAN12,TSPAN12,All Probes;retina layer formation,RNA,Endogenous,01,0.931565687,0
TSPAN13,TSPAN13,All Probes,RNA,Endogenous,01,0.932640711,0
TSPAN14,TSPAN14,All Probes;regulation of Notch signaling pathway,RNA,Endogenous,01,0.941827453,0
TSPAN15,TSPAN15,All Probes;regulation of Notch signaling pathway,RNA,Endogenous,01,0.908205882,0
TSPAN16,TSPAN16,All Probes,RNA,Endogenous,01,0.941047875,0
TSPAN17,TSPAN17,All Probes,RNA,Endogenous,01,0.953554497,0
TSPAN18,TSPAN18,All Probes,RNA,Endogenous,01,0.973290913,0
TSPAN19,TSPAN19,All Probes,RNA,Endogenous,01,0.934179009,0
TSPAN2,TSPAN2,All Probes;glial cell development;axon ensheathment;glial cell differentiation;myeloid cell development,RNA,Endogenous,01,0.346960038,0
TSPAN3,TSPAN3,All Probes,RNA,Endogenous,01,0.903613439,0
TSPAN32,TSPAN32,All Probes;integrin-mediated signaling pathway;regulation of defense response to virus;homotypic cell-cell adhesion,RNA,Endogenous,01,0.865179674,0
TSPAN33,TSPAN33,All Probes,RNA,Endogenous,01,0.894923481,0
TSPAN4,TSPAN4,All Probes,RNA,Endogenous,01,0.881687854,0
TSPAN5,TSPAN5,All Probes;regulation of Notch signaling pathway,RNA,Endogenous,01,0.93426275,0
TSPAN6,TSPAN6,All Probes;negative regulation of response to biotic stimulus;regulation of defense response to virus,RNA,Endogenous,01,0.925298559,0
TSPAN7,TSPAN7,All Probes,RNA,Endogenous,01,0.687981822,0
TSPAN8,TSPAN8,All Probes;regulation of coagulation;negative regulation of response to wounding,RNA,Endogenous,01,0.898921065,0
TSPAN9,TSPAN9,All Probes,RNA,Endogenous,01,0.887495093,0
TSPEAR,TSPEAR,All Probes;regulation of Notch signaling pathway;biomineral tissue development,RNA,Endogenous,01,0.936332603,0
