"","Uniprot_accession","Uniprot_name","description","OrganismName","OrganismIdentifier","GeneName","ProteinExistence","SequenceVersion"
"16576","A5PLK6","RGSL_HUMAN","Regulator of G-protein signaling protein-like","Homo sapiens","9606","RGSL1","2","1"
"16577","A5PLN7","F149A_HUMAN","Protein FAM149A","Homo sapiens","9606","FAM149A","2","2"
"16578","A6H8M9","CDHR4_HUMAN","Cadherin-related family member 4","Homo sapiens","9606","CDHR4","2","1"
"16579","A6NC42","DPPA5_HUMAN","Developmental pluripotency-associated 5 protein","Homo sapiens","9606","DPPA5","2","1"
"16580","A6NC78","GOG8I_HUMAN","Putative golgin subfamily A member 8I","Homo sapiens","9606","GOLGA8IP","5","2"
"16581","A6NC86","PINLY_HUMAN","phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein","Homo sapiens","9606","PINLYP","2","3"
"16582","A6NCC3","GOG8O_HUMAN","Golgin subfamily A member 8O","Homo sapiens","9606","GOLGA8O","1","3"
"16583","A6NCI4","VWA3A_HUMAN","von Willebrand factor A domain-containing protein 3A","Homo sapiens","9606","VWA3A","2","3"
"16584","A6NCK2","TR43B_HUMAN","Tripartite motif-containing protein 43B","Homo sapiens","9606","TRIM43B","3","3"
"16585","A6NCL1","GEMC1_HUMAN","Geminin coiled-coil domain-containing protein 1","Homo sapiens","9606","GMNC","1","2"
"16586","A6NCN2","KR87P_HUMAN","Putative keratin-87 protein","Homo sapiens","9606","KRT87P","5","4"
"16587","A6NCV1","O6C74_HUMAN","Olfactory receptor 6C74","Homo sapiens","9606","OR6C74","2","1"
"16588","A6NCW7","U17L4_HUMAN","Inactive ubiquitin carboxyl-terminal hydrolase 17-like protein 4","Homo sapiens","9606","USP17L4","3","3"
"16589","A6NDD5","SYN1L_HUMAN","Synapse differentiation-inducing gene protein 1-like","Homo sapiens","9606","SYNDIG1L","3","1"
"16590","A6NDH6","O5H15_HUMAN","Olfactory receptor 5H15","Homo sapiens","9606","OR5H15","3","1"
"16591","A6NDI0","TR49B_HUMAN","Putative tripartite motif-containing protein 49B","Homo sapiens","9606","TRIM49B","2","1"
"16592","A6NDL8","O6C68_HUMAN","Olfactory receptor 6C68","Homo sapiens","9606","OR6C68","3","2"
"16593","A6NDN3","GOG6B_HUMAN","Golgin subfamily A member 6B","Homo sapiens","9606","GOLGA6B","3","3"
"16594","A6NDR6","ME3L1_HUMAN","Putative homeobox protein Meis3-like 1","Homo sapiens","9606","MEIS3P1","5","2"
"16595","A6NDS4","TBC3B_HUMAN","TBC1 domain family member 3B","Homo sapiens","9606","TBC1D3B","2","2"
"16596","A6NDX5","ZN840_HUMAN","Putative zinc finger protein 840","Homo sapiens","9606","ZNF840P","5","5"
"16597","A6NDY0","EPAB2_HUMAN","Embryonic polyadenylate-binding protein 2","Homo sapiens","9606","PABPN1L","2","1"
"16598","A6NE52","WDR97_HUMAN","WD repeat-containing protein 97","Homo sapiens","9606","WDR97","2","2"
"16599","A6NEC2","PSAL_HUMAN","Puromycin-sensitive aminopeptidase-like protein","Homo sapiens","9606","NPEPPSL1","2","3"
"16600","A6NEL2","SWAHB_HUMAN","Ankyrin repeat domain-containing protein SOWAHB","Homo sapiens","9606","SOWAHB","1","1"
"16601","A6NER0","TBC3F_HUMAN","TBC1 domain family member 3F","Homo sapiens","9606","TBC1D3F","1","3"
"16602","A6NES4","MRO2A_HUMAN","Maestro heat-like repeat-containing protein family member 2A","Homo sapiens","9606","MROH2A","4","4"
"16603","A6NET4","OR5K3_HUMAN","Olfactory receptor 5K3","Homo sapiens","9606","OR5K3","3","1"
"16604","A6NF34","ANTRL_HUMAN","Anthrax toxin receptor-like","Homo sapiens","9606","ANTXRL","3","3"
"16605","A6NF89","OR6C6_HUMAN","Olfactory receptor 6C6","Homo sapiens","9606","OR6C6","3","1"
"16606","A6NFC5","TM235_HUMAN","Transmembrane protein 235","Homo sapiens","9606","TMEM235","2","3"
"16607","A6NFC9","OR2W5_HUMAN","Putative olfactory receptor 2W5 pseudogene","Homo sapiens","9606","OR2W5P","5","1"
"16608","A6NFI3","ZN316_HUMAN","Zinc finger protein 316","Homo sapiens","9606","ZNF316","1","1"
"16609","A6NFQ7","DPRX_HUMAN","Divergent paired-related homeobox","Homo sapiens","9606","DPRX","2","1"
"16610","A6NFT4","CFA73_HUMAN","Cilia- and flagella-associated protein 73","Homo sapiens","9606","CFAP73","2","3"
"16611","A6NG13","MGT4D_HUMAN","Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase-like protein MGAT4D","Homo sapiens","9606","MGAT4D","2","3"
"16612","A6NGD5","ZSA5C_HUMAN","Zinc finger and SCAN domain-containing protein 5C","Homo sapiens","9606","ZSCAN5C","3","1"
"16613","A6NGE7","URAD_HUMAN","Putative 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase","Homo sapiens","9606","URAD","5","2"
"16614","A6NGJ6","TRI64_HUMAN","Tripartite motif-containing protein 64","Homo sapiens","9606","TRIM64","2","4"
"16615","A6NH21","SERC4_HUMAN","Serine incorporator 4","Homo sapiens","9606","SERINC4","2","1"
"16616","A6NH52","TV23A_HUMAN","Golgi apparatus membrane protein TVP23 homolog A","Homo sapiens","9606","TVP23A","1","3"
"16617","A6NH57","ARL5C_HUMAN","Putative ADP-ribosylation factor-like protein 5C","Homo sapiens","9606","ARL5C","3","4"
"16618","A6NHA9","O4C46_HUMAN","Olfactory receptor 4C46","Homo sapiens","9606","OR4C46","3","1"
"16619","A6NHG9","O5H14_HUMAN","Olfactory receptor 5H14","Homo sapiens","9606","OR5H14","2","1"
"16620","A6NHJ4","ZN860_HUMAN","Zinc finger protein 860","Homo sapiens","9606","ZNF860","1","3"
"16621","A6NHM9","MOXD2_HUMAN","Putative DBH-like monooxygenase protein 2","Homo sapiens","9606","MOXD2P","5","1"
"16622","A6NHS7","MANS4_HUMAN","MANSC domain-containing protein 4","Homo sapiens","9606","MANSC4","3","3"
"16623","A6NI03","TR64B_HUMAN","Putative tripartite motif-containing protein 64B","Homo sapiens","9606","TRIM64B","5","3"
"16624","A6NI72","NCF1B_HUMAN","Putative neutrophil cytosol factor 1B","Homo sapiens","9606","NCF1B","5","2"
"16625","A6NIE9","PRS29_HUMAN","Putative serine protease 29","Homo sapiens","9606","PRSS29P","5","3"
"16626","A6NIJ9","O6C70_HUMAN","Olfactory receptor 6C70","Homo sapiens","9606","OR6C70","3","1"
"16627","A6NIM6","S15A5_HUMAN","Solute carrier family 15 member 5","Homo sapiens","9606","SLC15A5","1","2"
"16628","A6NIR3","AGAP5_HUMAN","Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 5","Homo sapiens","9606","AGAP5","2","2"
"16629","A6NIZ1","RP1BL_HUMAN","Ras-related protein Rap-1b-like protein","Homo sapiens","9606","RAP1BL","2","1"
"16630","A6NJG6","ARGFX_HUMAN","Arginine-fifty homeobox","Homo sapiens","9606","ARGFX","2","1"
"16631","A6NJL1","ZSA5B_HUMAN","Zinc finger and SCAN domain-containing protein 5B","Homo sapiens","9606","ZSCAN5B","1","1"
"16632","A6NJW4","LRR3C_HUMAN","Leucine-rich repeat-containing protein 3C","Homo sapiens","9606","LRRC3C","2","2"
"16633","A6NJW9","CD8B2_HUMAN","T-cell surface glycoprotein CD8 beta-2 chain","Homo sapiens","9606","CD8B2","3","3"
"16634","A6NJY4","T238L_HUMAN","Transmembrane protein 238-like","Homo sapiens","9606","TMEM238L","1","3"
"16635","A6NJZ3","O6C65_HUMAN","Olfactory receptor 6C65","Homo sapiens","9606","OR6C65","2","1"
"16636","A6NJZ7","RIM3C_HUMAN","RIMS-binding protein 3C","Homo sapiens","9606","RIMBP3C","1","3"
"16637","A6NK02","TRI75_HUMAN","Tripartite motif-containing protein 75","Homo sapiens","9606","TRIM75","3","2"
"16638","A6NK53","ZN233_HUMAN","Zinc finger protein 233","Homo sapiens","9606","ZNF233","2","3"
"16639","A6NK59","ASB14_HUMAN","Ankyrin repeat and SOCS box protein 14","Homo sapiens","9606","ASB14","2","2"
"16640","A6NK75","ZNF98_HUMAN","Zinc finger protein 98","Homo sapiens","9606","ZNF98","2","4"
"16641","A6NKD2","TSPY2_HUMAN","Testis-specific Y-encoded protein 2","Homo sapiens","9606","TSPY2","1","1"
"16642","A6NKD9","CC85C_HUMAN","Coiled-coil domain-containing protein 85C","Homo sapiens","9606","CCDC85C","1","1"
"16643","A6NKF2","ARI3C_HUMAN","AT-rich interactive domain-containing protein 3C","Homo sapiens","9606","ARID3C","1","1"
"16644","A6NKG5","RTL1_HUMAN","Retrotransposon-like protein 1","Homo sapiens","9606","RTL1","3","3"
"16645","A6NKK0","OR5H1_HUMAN","Olfactory receptor 5H1","Homo sapiens","9606","OR5H1","1","1"
"16646","A6NKQ9","CGB1_HUMAN","Choriogonadotropin subunit beta variant 1","Homo sapiens","9606","CGB1","2","3"
"16647","A6NKT7","RGPD3_HUMAN","RanBP2-like and GRIP domain-containing protein 3","Homo sapiens","9606","RGPD3","3","2"
"16648","A6NL08","O6C75_HUMAN","Olfactory receptor 6C75","Homo sapiens","9606","OR6C75","3","1"
"16649","A6NL26","OR5BL_HUMAN","Olfactory receptor 5B21","Homo sapiens","9606","OR5B21","3","1"
"16650","A6NL82","CF144_HUMAN","Cilia- and flagella-associated protein 144","Homo sapiens","9606","CFAP144","1","2"
"16651","A6NL99","AQP73_HUMAN","Putative aquaporin-7-like protein 3","Homo sapiens","9606","AQP7P3","5","2"
"16652","A6NLI5","TR64C_HUMAN","Tripartite motif-containing protein 64C","Homo sapiens","9606","TRIM64C","3","4"
"16653","A6NLP5","TTC36_HUMAN","Tetratricopeptide repeat protein 36","Homo sapiens","9606","TTC36","1","1"
"16654","A6NLW8","DUXA_HUMAN","Double homeobox protein A","Homo sapiens","9606","DUXA","2","1"
"16655","A6NM03","O2AG2_HUMAN","Olfactory receptor 2AG2","Homo sapiens","9606","OR2AG2","2","1"
"16656","A6NM10","AQ12B_HUMAN","Aquaporin-12B","Homo sapiens","9606","AQP12B","1","1"
"16657","A6NM11","L37A2_HUMAN","Leucine-rich repeat-containing protein 37A2","Homo sapiens","9606","LRRC37A2","2","2"
"16658","A6NM28","ZFP92_HUMAN","Zinc finger protein 92 homolog","Homo sapiens","9606","ZFP92","2","3"
"16659","A6NM43","TCPQL_HUMAN","Putative T-complex protein 1 subunit theta-like 1","Homo sapiens","9606","CCT8L1P","5","1"
"16660","A6NM45","CLD24_HUMAN","Putative claudin-24","Homo sapiens","9606","CLDN24","5","2"
"16661","A6NM76","O6C76_HUMAN","Olfactory receptor 6C76","Homo sapiens","9606","OR6C76","3","1"
"16662","A6NMS3","OR5K4_HUMAN","Olfactory receptor 5K4","Homo sapiens","9606","OR5K4","3","1"
"16663","A6NMS7","L37A1_HUMAN","Leucine-rich repeat-containing protein 37A","Homo sapiens","9606","LRRC37A","2","3"
"16664","A6NMT0","DBX1_HUMAN","Homeobox protein DBX1","Homo sapiens","9606","DBX1","3","2"
"16665","A6NMU1","O52A4_HUMAN","Olfactory receptor 52A4","Homo sapiens","9606","OR52A4P","2","1"
"16666","A6NMX2","I4E1B_HUMAN","Eukaryotic translation initiation factor 4E type 1B","Homo sapiens","9606","EIF4E1B","1","3"
"16667","A6NMZ5","O4C45_HUMAN","Olfactory receptor 4C45","Homo sapiens","9606","OR4C45","3","2"
"16668","A6NN14","ZN729_HUMAN","Zinc finger protein 729","Homo sapiens","9606","ZNF729","2","4"
"16669","A6NN73","GOG8C_HUMAN","Golgin subfamily A member 8C","Homo sapiens","9606","GOLGA8CP","3","2"
"16670","A6NN92","CXE1_HUMAN","Putative gap junction epsilon-1 protein","Homo sapiens","9606","GJE1","5","1"
"16671","A6NNF4","ZN726_HUMAN","Zinc finger protein 726","Homo sapiens","9606","ZNF726","1","5"
"16672","A6NNM3","RIM3B_HUMAN","RIMS-binding protein 3B","Homo sapiens","9606","RIMBP3B","3","3"
"16673","A6NNP5","CC169_HUMAN","Coiled-coil domain-containing protein 169","Homo sapiens","9606","CCDC169","2","4"
"16674","A6NP11","ZN716_HUMAN","Zinc finger protein 716","Homo sapiens","9606","ZNF716","2","4"
"16675","A6NP61","ZAR1L_HUMAN","Protein ZAR1-like","Homo sapiens","9606","ZAR1L","2","2"
"16676","A6PVL3","KNCN_HUMAN","Kinocilin","Homo sapiens","9606","KNCN","2","1"
"16677","A6PVS8","LRIQ3_HUMAN","Leucine-rich repeat and IQ domain-containing protein 3","Homo sapiens","9606","LRRIQ3","1","1"
"16678","A6QL64","AN36A_HUMAN","Ankyrin repeat domain-containing protein 36A","Homo sapiens","9606","ANKRD36","2","4"
"16679","A8K0R7","ZN839_HUMAN","Zinc finger protein 839","Homo sapiens","9606","ZNF839","2","1"
"16680","A8K0S8","ME3L2_HUMAN","Putative homeobox protein Meis3-like 2","Homo sapiens","9606","MEIS3P2","2","1"
"16681","A8MPS7","YDJC_HUMAN","Carbohydrate deacetylase","Homo sapiens","9606","YDJC","1","1"
"16682","A8MPX8","PP2D1_HUMAN","Protein phosphatase 2C-like domain-containing protein 1","Homo sapiens","9606","PP2D1","2","2"
"16683","A8MT70","ZBBX_HUMAN","Zinc finger B-box domain-containing protein 1","Homo sapiens","9606","ZBBX","2","3"
"16684","A8MTI9","PRS47_HUMAN","Putative serine protease 47","Homo sapiens","9606","PRSS47P","5","2"
"16685","A8MTL9","HMSD_HUMAN","Serpin-like protein HMSD","Homo sapiens","9606","HMSD","2","1"
"16686","A8MTY7","KRA97_HUMAN","Keratin-associated protein 9-7","Homo sapiens","9606","KRTAP9-7","3","1"
"16687","A8MUH7","PDZ1P_HUMAN","Putative PDZ domain-containing protein PDZK1P1","Homo sapiens","9606","PDZK1P1","5","2"
"16688","A8MUM7","LEG16_HUMAN","Galectin-16","Homo sapiens","9606","LGALS16","1","2"
"16689","A8MUV8","ZN727_HUMAN","Putative zinc finger protein 727","Homo sapiens","9606","ZNF727","5","3"
"16690","A8MV23","SERP3_HUMAN","Serpin E3","Homo sapiens","9606","SERPINE3","2","2"
"16691","A8MVA2","KRA96_HUMAN","Keratin-associated protein 9-6","Homo sapiens","9606","KRTAP9-6","3","1"
"16692","A8MVS5","HIDE1_HUMAN","Protein HIDE1","Homo sapiens","9606","HIDE1","1","2"
"16693","A8MVU1","NCF1C_HUMAN","Putative neutrophil cytosol factor 1C","Homo sapiens","9606","NCF1C","5","1"
"16694","A8MVW0","F1712_HUMAN","Protein FAM171A2","Homo sapiens","9606","FAM171A2","1","1"
"16695","A8MVZ5","BTNLA_HUMAN","Putative butyrophilin-like protein 10 pseudogene","Homo sapiens","9606","BTNL10P","5","2"
"16696","A8MWA4","Z705E_HUMAN","Putative zinc finger protein 705EP","Homo sapiens","9606","ZNF705EP","5","2"
"16697","A8MWD9","RUXGL_HUMAN","Putative small nuclear ribonucleoprotein G-like protein 15","Homo sapiens","9606","SNRPGP15","5","2"
"16698","A8MWK0","FS2P1_HUMAN","Putative fatty acid desaturase 2-like protein FADS2B","Homo sapiens","9606","FADS2B","5","2"
"16699","A8MX76","CAN14_HUMAN","Calpain-14","Homo sapiens","9606","CAPN14","2","2"
"16700","A8MXE2","B3GT9_HUMAN","Beta-1,3-galactosyltransferase 9","Homo sapiens","9606","B3GALT9","3","2"
"16701","A8MXU0","DB108_HUMAN","Putative beta-defensin 108A","Homo sapiens","9606","DEFB108A","5","2"
"16702","A8MXY4","ZNF99_HUMAN","Zinc finger protein 99","Homo sapiens","9606","ZNF99","2","3"
"16703","A8MXZ3","KRA91_HUMAN","Keratin-associated protein 9-1","Homo sapiens","9606","KRTAP9-1","3","1"
"16704","A8MYP8","ODF3B_HUMAN","Outer dense fiber protein 3B","Homo sapiens","9606","ODF3B","1","1"
"16705","A8MYV0","DCD2C_HUMAN","Doublecortin domain-containing protein 2C","Homo sapiens","9606","DCDC2C","1","4"
"16706","A8MYZ6","FOXO6_HUMAN","Forkhead box protein O6","Homo sapiens","9606","FOXO6","1","1"
"16707","A8MZ26","EFCB9_HUMAN","EF-hand calcium-binding domain-containing protein 9","Homo sapiens","9606","EFCAB9","3","2"
"16708","B1AH88","TSPOB_HUMAN","Putative peripheral benzodiazepine receptor-related protein","Homo sapiens","9606","TSPO","5","1"
"16709","B1AJZ9","FHAD1_HUMAN","Forkhead-associated domain-containing protein 1","Homo sapiens","9606","FHAD1","2","2"
"16710","B1AKI9","ISM1_HUMAN","Isthmin-1","Homo sapiens","9606","ISM1","2","2"
"16711","B1APH4","ZN487_HUMAN","Putative zinc finger protein 487","Homo sapiens","9606","ZNF487","5","3"
"16712","B2CW77","KILIN_HUMAN","Killin","Homo sapiens","9606","KLLN","1","1"
"16713","B2RC85","R10B2_HUMAN","Radial spoke head 10 homolog B2","Homo sapiens","9606","RSPH10B2","2","2"
"16714","B2RN74","O11HC_HUMAN","Olfactory receptor 11H12","Homo sapiens","9606","OR11H12","2","1"
"16715","B2RPK0","HGB1A_HUMAN","Putative high mobility group protein B1-like 1","Homo sapiens","9606","HMGB1P1","5","1"
"16716","B2RXH4","BTBDI_HUMAN","BTB/POZ domain-containing protein 18","Homo sapiens","9606","BTBD18","1","1"
"16717","B3SHH9","TM114_HUMAN","Transmembrane protein 114","Homo sapiens","9606","TMEM114","1","2"
"16718","B4DU55","ZN879_HUMAN","Zinc finger protein 879","Homo sapiens","9606","ZNF879","2","2"
"16719","B4DYI2","S31C2_HUMAN","Putative spermatogenesis-associated protein 31C2","Homo sapiens","9606","SPATA31C2","5","2"
"16720","B5ME19","EIFCL_HUMAN","Eukaryotic translation initiation factor 3 subunit C-like protein","Homo sapiens","9606","EIF3CL","1","1"
"16721","B7Z8K6","TRDC_HUMAN","T cell receptor delta constant","Homo sapiens","9606","TRDC","1","2"
"16722","B7ZAP0","RBG10_HUMAN","Rab GTPase-activating protein 1-like, isoform 10","Homo sapiens","9606","RABGAP1L","1","1"
"16723","B7ZBB8","PP13G_HUMAN","Protein phosphatase 1 regulatory subunit 3G","Homo sapiens","9606","PPP1R3G","1","1"
"16724","B7ZC32","KIF28_HUMAN","Kinesin-like protein KIF28P","Homo sapiens","9606","KIF28P","3","2"
"16725","B9A064","IGLL5_HUMAN","Immunoglobulin lambda-like polypeptide 5","Homo sapiens","9606","IGLL5","2","2"
"16726","B9EJG8","T150C_HUMAN","Transmembrane protein 150C","Homo sapiens","9606","TMEM150C","2","1"
"16727","C0HLV8","MP31_HUMAN","PTEN upstream open reading frame MP31","Homo sapiens","9606","Homo sapiens OX=9606","1","1"
"16728","C0HLZ6","HAS3P_HUMAN","HOXB-AS3 peptide","Homo sapiens","9606","HOXB-AS3","1","1"
"16729","C0HM01","RBRP_HUMAN","Putative RNA-binding regulatory peptide","Homo sapiens","9606","SEPTIN14P20","5","1"
"16730","C9J069","AJM1_HUMAN","Apical junction component 1 homolog","Homo sapiens","9606","AJM1","3","1"
"16731","C9J1S8","TR49D_HUMAN","Tripartite motif-containing protein 49D","Homo sapiens","9606","TRIM49D1","2","1"
"16732","C9J2P7","U17LF_HUMAN","Ubiquitin carboxyl-terminal hydrolase 17-like protein 15","Homo sapiens","9606","USP17L15","3","2"
"16733","C9J798","RAS4B_HUMAN","Ras GTPase-activating protein 4B","Homo sapiens","9606","RASA4B","3","2"
"16734","C9JCN9","HSBPL_HUMAN","Heat shock factor-binding protein 1-like protein 1","Homo sapiens","9606","HSBP1L1","1","2"
"16735","C9JDP6","CLD25_HUMAN","Putative claudin-25","Homo sapiens","9606","CLDN25","5","1"
"16736","C9JH25","PRRT4_HUMAN","Proline-rich transmembrane protein 4","Homo sapiens","9606","PRRT4","2","1"
"16737","C9JJH3","U17LA_HUMAN","Ubiquitin carboxyl-terminal hydrolase 17-like protein 10","Homo sapiens","9606","USP17L10","3","1"
"16738","C9JLJ4","U17LD_HUMAN","Ubiquitin carboxyl-terminal hydrolase 17-like protein 13","Homo sapiens","9606","USP17L13","3","1"
"16739","C9JLR9","ZFTA_HUMAN","Zinc finger translocation-associated protein","Homo sapiens","9606","ZFTA","1","1"
"16740","C9JPN9","UL17C_HUMAN","Ubiquitin carboxyl-terminal hydrolase 17-like protein 12","Homo sapiens","9606","USP17L12","3","1"
"16741","C9JQL5","DSA2D_HUMAN","Putative dispanin subfamily A member 2d","Homo sapiens","9606","Homo sapiens OX=9606","5","1"
"16742","C9JSJ3","MEIOS_HUMAN","Meiosis initiator protein","Homo sapiens","9606","MEIOSIN","3","2"
"16743","C9JUS6","ADM5_HUMAN","Putative adrenomedullin-5-like protein","Homo sapiens","9606","ADM5","2","1"
"16744","C9JVI0","U17LB_HUMAN","Ubiquitin carboxyl-terminal hydrolase 17-like protein 11","Homo sapiens","9606","USP17L11","3","1"
"16745","C9JXX5","FREY_HUMAN","Protein Frey 1","Homo sapiens","9606","FREY1","3","1"
"16746","D6R901","U17LL_HUMAN","Ubiquitin carboxyl-terminal hydrolase 17-like protein 21","Homo sapiens","9606","USP17L21","3","1"
"16747","D6R9N7","U17LI_HUMAN","Ubiquitin carboxyl-terminal hydrolase 17-like protein 18","Homo sapiens","9606","USP17L18","3","1"
"16748","D6RA61","U17LM_HUMAN","Ubiquitin carboxyl-terminal hydrolase 17-like protein 22","Homo sapiens","9606","USP17L22","3","1"
"16749","D6RBQ6","U17LH_HUMAN","Ubiquitin carboxyl-terminal hydrolase 17-like protein 17","Homo sapiens","9606","USP17L17","3","1"
"16750","D6RCP7","U17LJ_HUMAN","Ubiquitin carboxyl-terminal hydrolase 17-like protein 19","Homo sapiens","9606","USP17L19","3","1"
"16751","D6RIA3","CD054_HUMAN","Uncharacterized protein C4orf54","Homo sapiens","9606","C4orf54","2","1"
"16752","D6RJB6","U17LK_HUMAN","Ubiquitin carboxyl-terminal hydrolase 17-like protein 20","Homo sapiens","9606","USP17L20","3","1"
"16753","E2RYF6","MUC22_HUMAN","Mucin-22","Homo sapiens","9606","MUC22","1","2"
"16754","E2RYF7","PBMU2_HUMAN","Protein PBMUCL2","Homo sapiens","9606","HCG22","2","1"
"16755","E9PB15","PTG3L_HUMAN","Putative protein PTGES3L","Homo sapiens","9606","PTGES3L","3","1"
"16756","E9PQ53","NDUCR_HUMAN","NADH dehydrogenase [ubiquinone] 1 subunit C2, isoform 2","Homo sapiens","9606","NDUFC2-KCTD14","1","1"
"16757","F5H284","PAL4D_HUMAN","Peptidyl-prolyl cis-trans isomerase A-like 4D","Homo sapiens","9606","PPIAL4D","3","1"
"16758","F7VJQ1","APRIO_HUMAN","Alternative prion protein","Homo sapiens","9606","PRNP","1","1"
"16759","F8VTS6","RFAL1_HUMAN","Ret finger protein-like 4A-like protein 1","Homo sapiens","9606","RFPL4AL1","2","1"
"16760","G3V0H7","SO1B7_HUMAN","Putative solute carrier organic anion transporter family member 1B7","Homo sapiens","9606","SLCO1B7","5","1"
"16761","G5E9R7","KR416_HUMAN","Putative keratin-associated protein 4-16","Homo sapiens","9606","KRTAP4-16","5","1"
"16762","H3BQB6","STMD1_HUMAN","Stathmin domain-containing protein 1","Homo sapiens","9606","STMND1","2","1"
"16763","H3BRN8","PIRC2_HUMAN","Piercer of microtubule wall 2 protein","Homo sapiens","9606","PIERCE2","1","1"
"16764","H3BSY2","GOG8M_HUMAN","Golgin subfamily A member 8M","Homo sapiens","9606","GOLGA8M","3","1"
"16765","I0J062","PANO1_HUMAN","Proapoptotic nucleolar protein 1","Homo sapiens","9606","PANO1","2","1"
"16766","I1YAP6","TRI77_HUMAN","Tripartite motif-containing protein 77","Homo sapiens","9606","TRIM77","2","2"
"16767","I3L273","GFY_HUMAN","Golgi-associated olfactory signaling regulator","Homo sapiens","9606","GFY","3","1"
"16768","I3L3R5","CCER2_HUMAN","Coiled-coil domain-containing glutamate-rich protein 2","Homo sapiens","9606","CCER2","2","1"
"16769","L0R819","ASURF_HUMAN","ASNSD1 upstream open reading frame protein","Homo sapiens","9606","ASDURF","1","1"
"16770","O00110","OVOL3_HUMAN","Putative transcription factor ovo-like protein 3","Homo sapiens","9606","OVOL3","3","3"
"16771","O00479","HMGN4_HUMAN","High mobility group nucleosome-binding domain-containing protein 4","Homo sapiens","9606","HMGN4","1","3"
"16772","O00634","NET3_HUMAN","Netrin-3","Homo sapiens","9606","NTN3","1","1"
"16773","O14498","ISLR_HUMAN","Immunoglobulin superfamily containing leucine-rich repeat protein","Homo sapiens","9606","ISLR","2","1"
"16774","O14562","UBFD1_HUMAN","Ubiquitin domain-containing protein UBFD1","Homo sapiens","9606","UBFD1","1","2"
"16775","O14581","OR7AH_HUMAN","Olfactory receptor 7A17","Homo sapiens","9606","OR7A17","1","1"
"16776","O14598","VCY1_HUMAN","Testis-specific basic protein Y 1","Homo sapiens","9606","VCY","1","1"
"16777","O14604","TYB4Y_HUMAN","Thymosin beta-4, Y-chromosomal","Homo sapiens","9606","TMSB4Y","1","3"
"16778","O14715","RGPD8_HUMAN","RANBP2-like and GRIP domain-containing protein 8","Homo sapiens","9606","RGPD8","1","2"
"16779","O14921","RGS13_HUMAN","Regulator of G-protein signaling 13","Homo sapiens","9606","RGS13","1","1"
"16780","O14990","IPP2C_HUMAN","Protein phosphatase inhibitor 2 family member C","Homo sapiens","9606","PPP1R2C","1","1"
"16781","O15050","TRNK1_HUMAN","TPR and ankyrin repeat-containing protein 1","Homo sapiens","9606","TRANK1","2","4"
"16782","O15255","CXX1_HUMAN","CAAX box protein 1","Homo sapiens","9606","RTL8C","2","1"
"16783","O15442","MPPD1_HUMAN","Metallophosphoesterase domain-containing protein 1","Homo sapiens","9606","MPPED1","1","3"
"16784","O15482","TEX28_HUMAN","Testis-specific protein TEX28","Homo sapiens","9606","TEX28","1","1"
"16785","O43246","CTR4_HUMAN","Cationic amino acid transporter 4","Homo sapiens","9606","SLC7A4","2","3"
"16786","O43247","TEX33_HUMAN","Testis-expressed protein 33","Homo sapiens","9606","TEX33","1","2"
"16787","O43325","LYRM1_HUMAN","LYR motif-containing protein 1","Homo sapiens","9606","LYRM1","2","1"
"16788","O43361","ZN749_HUMAN","Zinc finger protein 749","Homo sapiens","9606","ZNF749","1","2"
"16789","O43423","AN32C_HUMAN","Acidic leucine-rich nuclear phosphoprotein 32 family member C","Homo sapiens","9606","ANP32C","2","1"
"16790","O43824","GTPB6_HUMAN","Putative GTP-binding protein 6","Homo sapiens","9606","GTPBP6","1","4"
"16791","O43869","OR2T1_HUMAN","Olfactory receptor 2T1","Homo sapiens","9606","OR2T1","3","3"
"16792","O60224","SSX4_HUMAN","Protein SSX4","Homo sapiens","9606","SSX4","1","1"
"16793","O60268","K0513_HUMAN","Uncharacterized protein KIAA0513","Homo sapiens","9606","KIAA0513","1","1"
"16794","O60287","NPA1P_HUMAN","Nucleolar pre-ribosomal-associated protein 1","Homo sapiens","9606","URB1","1","4"
"16795","O60290","ZN862_HUMAN","Zinc finger protein 862","Homo sapiens","9606","ZNF862","2","2"
"16796","O60309","L37A3_HUMAN","Leucine-rich repeat-containing protein 37A3","Homo sapiens","9606","LRRC37A3","2","2"
"16797","O60320","EREP2_HUMAN","Protein ENTREP2","Homo sapiens","9606","ENTREP2","2","4"
"16798","O60347","TBC12_HUMAN","TBC1 domain family member 12","Homo sapiens","9606","TBC1D12","1","3"
"16799","O60361","NDK8_HUMAN","Putative nucleoside diphosphate kinase","Homo sapiens","9606","NME2P1","5","1"
"16800","O60403","O10H2_HUMAN","Olfactory receptor 10H2","Homo sapiens","9606","OR10H2","2","1"
"16801","O60404","O10H3_HUMAN","Olfactory receptor 10H3","Homo sapiens","9606","OR10H3","2","1"
"16802","O60431","OR1I1_HUMAN","Olfactory receptor 1I1","Homo sapiens","9606","OR1I1","2","1"
"16803","O60518","RNBP6_HUMAN","Ran-binding protein 6","Homo sapiens","9606","RANBP6","1","2"
